time,x,y,psi,u,v,r,throttle_left,throttle_right
0.0,-49.126389276310114,22.906727718372306,-1.8957119460443193,3.16952048546547,0.01673775389260081,0.045169524645601436,0.0020000000000000018,-0.16399999999999998
0.04999995231628418,-49.178131251377,22.75432514729673,-1.8934727740088346,3.1700983161304714,0.01887558364039207,0.045123707990570736,0.0020000000000000018,-0.16399999999999998
0.09999990463256836,-49.22954811116149,22.601717131886204,-1.8912307362596552,3.171037389352138,0.020728611839167722,0.044982709543928696,0.0020000000000000018,-0.16394636078560818
0.14999985694885254,-49.27880956463866,22.454186033255787,-1.889063126079547,3.1718775916063455,0.02948029401989921,0.04495931844490707,0.0020000000000000018,-0.16099999999999998
0.19999980926513672,-49.32893434162023,22.302865216479262,-1.8868768256084172,3.173246953285866,0.019876342075730143,0.044405210932680135,0.0030000000000000027,-0.15899999999999997
0.2499997615814209,-49.38046866201719,22.147909019492992,-1.8845808577226861,3.174526951256368,0.023712576703413424,0.04444929297917059,0.0030000000000000027,-0.15799999999999997
0.2999997138977051,-49.43001455864784,21.99726495569436,-1.882362983215134,3.1744376805273533,0.013603204719515689,0.044383978618927934,0.0030000000000000027,-0.15899999999999997
0.34999966621398926,-49.477575282660105,21.851336257770566,-1.880202360197957,3.174897226797924,0.023009609666890772,0.04459565174650883,0.0030000000000000027,-0.15799999999999997
0.39999961853027344,-49.5272362329292,21.69778658549814,-1.8779256247778269,3.1739180269098215,0.019843855894418398,0.04488816020572523,0.0030000000000000027,-0.15806281195306926
0.4499995708465576,-49.57626376979675,21.545701406129666,-1.8757252562162332,3.1733509975796332,0.021839700235036848,0.04449126017853013,0.0030000000000000027,-0.15899999999999997
0.4999995231628418,-49.62450226881827,21.394970218271947,-1.8734943036765315,3.172492434373828,0.01769697011078026,0.04446894015546447,0.0030000000000000027,-0.15899999999999997
0.549999475479126,-49.67164943014929,21.24615135488584,-1.8712792436672658,3.171732275723783,0.020090724677435653,0.04474779637169468,0.0030000000000000027,-0.15899999999999997
0.5999994277954102,-49.72064101443342,21.090790026610076,-1.8690010924827045,3.17339026316243,0.01890362338766063,0.0447121718922316,0.0030000000000000027,-0.15999999999999998
0.6499993801116943,-49.76819871244057,20.939470263986824,-1.8667393032506747,3.174376176413959,0.025008788371019733,0.04542344913310852,0.0020000000000000018,-0.16099999999999998
0.6999993324279785,-49.81600352685742,20.785683697212207,-1.864412107214668,3.1753305524276643,0.011628213550754947,0.045869864146494944,0.0030000000000000027,-0.15999999999999998
0.7499992847442627,-49.861919238402244,20.63688762560153,-1.8621157589998303,3.1765773589792254,0.011862928483365644,0.04660446951358918,0.002043631767064774,-0.16095636823293522
0.7999992370605469,-49.90938963505868,20.48187952835855,-1.859729244008996,3.1779291290132865,-0.0012503243363806457,0.047018542558608774,0.0030000000000000027,-0.16099999999999998
0.849999189376831,-49.954293852695585,20.333584978905005,-1.8575113153600114,3.1781640891006044,0.006351830760194973,0.04681366977847153,0.0030000000000000027,-0.16199999999999998
0.8999991416931152,-50.00202748882894,20.17454271312856,-1.8550970629945305,3.181855717771725,0.005941550124909319,0.046755001067966054,0.0030000000000000027,-0.16299999999999998
0.9499990940093994,-50.04668612711302,20.024478336524027,-1.8528062864234973,3.182846662963395,0.0005510466532249528,0.04690397894731857,0.0030000000000000027,-0.16099999999999998
0.9999990463256836,-50.09335891367261,19.867734165892443,-1.8503754604494627,3.1843400090588303,-0.006976712623662283,0.04727974155988322,0.0050000000000000044,-0.15600000000000003
1.0499989986419678,-50.13921422715601,19.71235206561045,-1.848015379341501,3.186196222709039,-0.00873658142194447,0.04713180614454671,0.0050000000000000044,-0.1539458310703913
1.099998950958252,-50.18404211592504,19.55884620468645,-1.8456636183730368,3.189019958178087,-0.011092949679825657,0.047245965559012795,0.007000000000000006,-0.15100000000000002
1.1499989032745361,-50.22734132028141,19.40897053050411,-1.843373306377824,3.1904442627504093,-0.009163191674514761,0.047272706492072596,0.007000000000000006,-0.15000000000000002
1.1999988555908203,-50.27169172769763,19.253829216656076,-1.8410314716040332,3.1909678136560378,0.0016384801362835481,0.047176492530930945,0.007000000000000006,-0.14900000000000002
1.2499988079071045,-50.31587883281557,19.097954983286925,-1.8387054316110931,3.1900474082559613,-0.003601006236022633,0.04648149072703809,0.006997558932631333,-0.14900000000000002
1.2999987602233887,-50.35883889658662,18.944506918063105,-1.8364305096753202,3.1900226310267024,-0.0023142574476142136,0.04591397476163989,0.006000000000000005,-0.15000000000000002
1.3499987125396729,-50.400475798690195,18.79452372369353,-1.8341810617902745,3.190252291309482,-0.003148757636889446,0.04583530952789461,0.006000000000000005,-0.15100000000000002
1.399998664855957,-50.44382166598975,18.63590118870056,-1.8319313480806796,3.1927173174388495,-0.005879733813481627,0.045014827027470186,0.0040000000000000036,-0.15400000000000003
1.4499986171722412,-50.48585162911279,18.481458384735063,-1.8296790134119674,3.193992397540007,-0.00870361098622194,0.04471053575319535,0.0030000000000000027,-0.15699999999999997
1.4999985694885254,-50.527617737222045,18.32535246270095,-1.827448811189034,3.194934992111551,0.0019759543883520786,0.04476069073327504,0.0030000000000000027,-0.15899999999999997
1.5499985218048096,-50.56778831273444,18.173836567379688,-1.8252391577758331,3.196624500419841,0.0036125742070752496,0.044863510480391326,0.0039030374838431746,-0.15899999999999997
1.5999984741210938,-50.60946884598405,18.015319780181443,-1.8229018283815217,3.197951368425301,0.01011048589278565,0.04564161315871702,0.0050000000000000044,-0.15699999999999997
1.649998426437378,-50.65043773070436,17.85806970384365,-1.820566789457732,3.200845282054802,0.004764000685451558,0.046257659062163364,0.006000000000000005,-0.15400000000000003
1.699998378753662,-50.6907225957016,17.701623587906887,-1.8182290276195967,3.2037968871791302,-0.000622905732667944,0.04654841227036158,0.007000000000000006,-0.15200000000000002
1.7499983310699463,-50.72948028621138,17.54906830682482,-1.8159722885645566,3.2046970121620877,0.00039492011068488313,0.046616757086612025,0.008000000000000007,-0.15100000000000002
1.7999982833862305,-50.77011244364177,17.387420796107946,-1.8135568096018961,3.2061425336341105,0.0066054184751892205,0.04677205636061819,0.008000000000000007,-0.14900000000000002
1.8499982357025146,-50.80774161426542,17.235213530238955,-1.8113582955988694,3.2063947453718127,0.009726394043992507,0.04651850258083418,0.009000000000000008,-0.14800000000000002
